"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
1876,"US-2016-112977","2016-03-10","2016-03-16","Standard Class","CJ-12010","FUR-BO-10003272","176.784",1,"0.2","-22.098"
1884,"CA-2016-118570","2016-11-13","2016-11-17","Standard Class","CC-12430","OFF-PA-10001289","217.056",7,"0.2","78.6828"
1886,"CA-2016-147578","2016-04-22","2016-04-26","Second Class","PG-18895","FUR-FU-10001889","31.56",3,"0","10.4148"
1894,"CA-2016-100083","2016-11-24","2016-11-29","Standard Class","CD-11980","OFF-PA-10000241","24.784",1,"0.2","7.745"
1901,"CA-2016-140543","2016-06-29","2016-07-03","Second Class","Co-12640","OFF-ST-10000563","191.88",6,"0","19.188"
1902,"CA-2016-151141","2016-08-20","2016-08-23","First Class","DW-13480","TEC-PH-10004924","14.78",2,"0","3.9906"
1907,"US-2016-150567","2016-05-17","2016-05-21","Standard Class","RP-19855","OFF-BI-10001757","2.952",2,"0.7","-2.1648"
1908,"US-2016-150567","2016-05-17","2016-05-21","Standard Class","RP-19855","OFF-BI-10000069","27.018",6,"0.7","-21.6144"
1911,"CA-2016-105963","2016-11-15","2016-11-22","Standard Class","SC-20770","TEC-AC-10003832","99.39",3,"0","40.7499"
1923,"CA-2016-156685","2016-07-08","2016-07-10","Second Class","SC-20230","TEC-PH-10004345","863.64",9,"0.2","107.955"
1924,"CA-2016-156685","2016-07-08","2016-07-10","Second Class","SC-20230","OFF-AR-10000588","47.616",3,"0.2","3.5712"
1927,"US-2016-139710","2016-06-09","2016-06-15","Standard Class","GM-14680","TEC-PH-10001198","177.48",3,"0.2","19.9665"
1932,"CA-2016-152121","2016-11-27","2016-11-29","Second Class","CC-12670","TEC-PH-10002483","271.992",1,"0.2","23.7993"
1938,"CA-2016-112109","2016-07-08","2016-07-12","Standard Class","JE-15715","OFF-BI-10002082","19.968",2,"0.7","-13.312"
1939,"CA-2016-112109","2016-07-08","2016-07-12","Standard Class","JE-15715","OFF-ST-10001505","33.488",7,"0.2","-1.2558"
1940,"CA-2016-112109","2016-07-08","2016-07-12","Standard Class","JE-15715","OFF-BI-10001634","8.736",4,"0.7","-6.1152"
1941,"CA-2016-112109","2016-07-08","2016-07-12","Standard Class","JE-15715","FUR-CH-10004287","662.88",3,"0.2","74.574"
1945,"CA-2016-108581","2016-06-20","2016-06-26","Standard Class","EA-14035","TEC-AC-10001109","95.968",4,"0.2","26.3912"
1946,"CA-2016-108581","2016-06-20","2016-06-26","Standard Class","EA-14035","OFF-PA-10000809","10.368",2,"0.2","3.6288"
1980,"CA-2016-112669","2016-04-14","2016-04-14","Same Day","KT-16465","FUR-CH-10004086","933.536",4,"0.2","105.0228"
1981,"CA-2016-112669","2016-04-14","2016-04-14","Same Day","KT-16465","OFF-ST-10001228","42.976",4,"0.2","4.2976"
1987,"CA-2016-147417","2016-07-25","2016-07-27","First Class","CB-12415","TEC-CO-10001449","1439.976",4,"0.4","191.9968"
2014,"CA-2016-145905","2016-09-18","2016-09-23","Standard Class","AM-10705","FUR-CH-10001854","350.98",1,"0","84.2352"
2015,"CA-2016-145905","2016-09-18","2016-09-23","Standard Class","AM-10705","OFF-PA-10000533","13.08",2,"0","6.0168"
2016,"CA-2016-145905","2016-09-18","2016-09-23","Standard Class","AM-10705","OFF-ST-10003716","900.08",4,"0","117.0104"
2021,"CA-2016-168354","2016-09-19","2016-09-21","First Class","RH-19510","OFF-ST-10001490","1606.23",9,"0","481.869"
2022,"CA-2016-168354","2016-09-19","2016-09-21","First Class","RH-19510","OFF-PA-10002377","17.04",3,"0","7.668"
2023,"CA-2016-168354","2016-09-19","2016-09-21","First Class","RH-19510","OFF-BI-10004826","49.53",3,"0","23.7744"
2024,"CA-2016-168354","2016-09-19","2016-09-21","First Class","RH-19510","FUR-CH-10004675","872.32",4,"0","244.2496"
2027,"CA-2016-113516","2016-09-08","2016-09-10","Second Class","VM-21685","OFF-BI-10002225","33.024",2,"0.2","11.5584"
2028,"CA-2016-113516","2016-09-08","2016-09-10","Second Class","VM-21685","OFF-BI-10001989","67.136",4,"0.2","23.4976"
2033,"CA-2016-128923","2016-12-09","2016-12-13","Standard Class","GB-14530","OFF-PA-10002250","9.392",2,"0.2","3.2872"
2034,"CA-2016-128923","2016-12-09","2016-12-13","Standard Class","GB-14530","OFF-AR-10000475","9.328",1,"0.2","0.8162"
2046,"CA-2016-131835","2016-07-17","2016-07-21","Standard Class","MC-17590","OFF-AP-10004487","162.64",2,"0","45.5392"
2047,"CA-2016-131835","2016-07-17","2016-07-21","Standard Class","MC-17590","TEC-PH-10001760","597",3,"0","280.59"
2048,"CA-2016-131835","2016-07-17","2016-07-21","Standard Class","MC-17590","OFF-PA-10004071","55.48",1,"0","26.6304"
2055,"CA-2016-136434","2016-12-01","2016-12-07","Standard Class","RD-19480","FUR-FU-10001196","17.31",3,"0","5.193"
2071,"CA-2016-146521","2016-07-21","2016-07-23","Second Class","CC-12610","OFF-BI-10000301","1.941",1,"0.7","-1.294"
2073,"CA-2016-129693","2016-11-26","2016-12-02","Standard Class","TC-20980","OFF-BI-10002954","7.312",2,"0.2","2.5592"
2085,"CA-2016-140501","2016-06-23","2016-06-28","Standard Class","IM-15070","OFF-LA-10003510","122.12",4,"0","56.1752"
2086,"CA-2016-140501","2016-06-23","2016-06-28","Standard Class","IM-15070","OFF-LA-10000248","18.45",5,"0","8.6715"
2087,"CA-2016-140501","2016-06-23","2016-06-28","Standard Class","IM-15070","OFF-ST-10000060","324.9",5,"0","38.988"
2088,"CA-2016-140501","2016-06-23","2016-06-28","Standard Class","IM-15070","OFF-PA-10003129","146.73",3,"0","68.9631"
2089,"CA-2016-140501","2016-06-23","2016-06-28","Standard Class","IM-15070","OFF-FA-10004076","3.96",2,"0","1.4652"
2096,"US-2016-146570","2016-05-15","2016-05-20","Standard Class","SN-20710","OFF-BI-10001718","511.84",8,"0","240.5648"
2097,"US-2016-146570","2016-05-15","2016-05-20","Standard Class","SN-20710","OFF-AR-10004602","91.96",4,"0","25.7488"
2098,"US-2016-146570","2016-05-15","2016-05-20","Standard Class","SN-20710","OFF-AR-10003856","8.34",3,"0","2.1684"
2118,"CA-2016-130267","2016-09-19","2016-09-23","Standard Class","SW-20245","OFF-PA-10002222","159.88",7,"0","73.5448"
2143,"CA-2016-155481","2016-09-01","2016-09-05","Standard Class","DK-13225","OFF-PA-10004675","30.48",6,"0.2","9.906"
2144,"CA-2016-155481","2016-09-01","2016-09-05","Standard Class","DK-13225","TEC-PH-10002293","23.988",2,"0.4","-4.7976"
2145,"CA-2016-155481","2016-09-01","2016-09-05","Standard Class","DK-13225","OFF-FA-10002780","16.688",7,"0.2","5.4236"
2146,"US-2016-152051","2016-06-25","2016-06-29","Standard Class","TS-21160","FUR-CH-10002965","422.058",3,"0.3","-18.0882"
2147,"US-2016-152051","2016-06-25","2016-06-29","Standard Class","TS-21160","OFF-BI-10004781","38.088",4,"0.7","-27.9312"
2148,"US-2016-152051","2016-06-25","2016-06-29","Standard Class","TS-21160","OFF-ST-10001713","254.352",6,"0.2","-50.8704"
2154,"CA-2016-117282","2016-07-14","2016-07-18","Standard Class","DR-12880","OFF-BI-10004094","14.16",2,"0.2","5.133"
2155,"US-2016-120460","2016-04-30","2016-05-05","Standard Class","BF-11170","FUR-FU-10004973","22.608",3,"0.6","-10.1736"
2156,"CA-2016-111115","2016-07-25","2016-07-27","Second Class","LB-16735","OFF-FA-10000624","21.48",6,"0","10.74"
2160,"CA-2016-159737","2016-09-03","2016-09-09","Standard Class","CS-11950","OFF-BI-10004236","8.808",3,"0.8","-14.9736"
2161,"CA-2016-141019","2016-05-14","2016-05-14","Same Day","LH-17155","FUR-FU-10002937","79.384",1,"0.2","29.769"
2162,"CA-2016-101938","2016-01-07","2016-01-12","Standard Class","DW-13480","OFF-AR-10003696","34.58",1,"0","10.0282"
2164,"CA-2016-154018","2016-10-13","2016-10-19","Standard Class","HA-14920","TEC-AC-10002402","191.976",3,"0.2","23.997"
2165,"CA-2016-154018","2016-10-13","2016-10-19","Standard Class","HA-14920","OFF-PA-10000551","8.288",2,"0.2","3.0044"
2166,"CA-2016-154018","2016-10-13","2016-10-19","Standard Class","HA-14920","FUR-FU-10003394","139.92",5,"0.6","-150.414"
2167,"CA-2016-154018","2016-10-13","2016-10-19","Standard Class","HA-14920","OFF-AR-10002067","15.872",1,"0.2","1.1904"
2168,"CA-2016-154018","2016-10-13","2016-10-19","Standard Class","HA-14920","OFF-BI-10004140","6.286",7,"0.8","-11.0005"
2174,"CA-2016-112025","2016-07-30","2016-08-04","Standard Class","LS-16975","OFF-BI-10002353","9.264",3,"0.8","-13.896"
2176,"CA-2016-125738","2016-10-15","2016-10-21","Standard Class","PB-18805","OFF-PA-10000740","45.68",2,"0","21.0128"
2177,"CA-2016-125738","2016-10-15","2016-10-21","Standard Class","PB-18805","OFF-PA-10003001","60.12",9,"0","28.8576"
2178,"CA-2016-125738","2016-10-15","2016-10-21","Standard Class","PB-18805","OFF-BI-10001628","41.72",5,"0.2","13.0375"
2179,"CA-2016-125738","2016-10-15","2016-10-21","Standard Class","PB-18805","OFF-PA-10001509","71.6",8,"0","32.936"
2180,"CA-2016-128818","2016-05-07","2016-05-11","Standard Class","CJ-12010","OFF-BI-10000309","85.232",7,"0.2","30.8966"
2181,"CA-2016-128818","2016-05-07","2016-05-11","Standard Class","CJ-12010","OFF-LA-10003923","44.4",3,"0","22.2"
2182,"CA-2016-128818","2016-05-07","2016-05-11","Standard Class","CJ-12010","FUR-CH-10002084","442.764",4,"0.1","59.0352"
2183,"CA-2016-128818","2016-05-07","2016-05-11","Standard Class","CJ-12010","TEC-MA-10000488","3999.95",5,"0","1159.9855"
2184,"CA-2016-128818","2016-05-07","2016-05-11","Standard Class","CJ-12010","TEC-AC-10001767","199.95",5,"0","21.9945"
2185,"CA-2016-128818","2016-05-07","2016-05-11","Standard Class","CJ-12010","FUR-FU-10001940","63.68",8,"0","28.0192"
2187,"CA-2016-101378","2016-07-14","2016-07-14","Same Day","RH-19600","TEC-AC-10002345","29",2,"0","7.25"
2191,"CA-2016-118913","2016-06-25","2016-06-29","Standard Class","AS-10240","OFF-AP-10000692","60.81",3,"0","17.0268"
2192,"CA-2016-128412","2016-12-10","2016-12-17","Standard Class","AP-10915","OFF-BI-10001718","153.552",3,"0.2","51.8238"
2193,"CA-2016-128412","2016-12-10","2016-12-17","Standard Class","AP-10915","OFF-AP-10002082","65.34",3,"0","22.869"
2194,"CA-2016-128412","2016-12-10","2016-12-17","Standard Class","AP-10915","OFF-PA-10001125","123.92",4,"0","55.764"
2195,"CA-2016-128412","2016-12-10","2016-12-17","Standard Class","AP-10915","OFF-AP-10000252","35.1",3,"0","12.285"
2196,"CA-2016-128412","2016-12-10","2016-12-17","Standard Class","AP-10915","TEC-AC-10003038","44.75",5,"0","8.5025"
2197,"CA-2016-136483","2016-12-01","2016-12-06","Standard Class","AG-10390","OFF-AR-10000940","4.704",2,"0.2","0.4116"
2206,"CA-2016-164350","2016-09-10","2016-09-12","Second Class","CG-12040","OFF-AR-10000538","67.56",3,"0.2","8.445"
2212,"CA-2016-162313","2016-11-27","2016-11-30","First Class","VB-21745","OFF-AP-10003842","167.292",6,"0.1","29.7408"
2226,"CA-2016-106383","2016-03-19","2016-03-21","Second Class","BT-11440","FUR-BO-10002202","72.294",1,"0.7","-98.8018"
2229,"CA-2016-139157","2016-10-01","2016-10-05","Standard Class","GM-14680","FUR-TA-10003238","330.588",1,"0.4","-115.7058"
2238,"CA-2016-122322","2016-07-15","2016-07-21","Standard Class","RH-19510","OFF-SU-10000952","44.4",5,"0","12.432"
2240,"CA-2016-146633","2016-11-15","2016-11-17","Second Class","TG-21310","OFF-BI-10003527","1016.792",1,"0.2","381.297"
2241,"CA-2016-146633","2016-11-15","2016-11-17","Second Class","TG-21310","OFF-BI-10002982","38.136",7,"0.2","13.3476"
2242,"US-2016-126893","2016-11-26","2016-12-01","Standard Class","CT-11995","TEC-PH-10004165","494.982",3,"0.4","-115.4958"
2253,"CA-2016-117849","2016-04-15","2016-04-17","Second Class","JK-16120","OFF-PA-10004327","143.7",3,"0","68.976"
2256,"CA-2016-164091","2016-09-17","2016-09-22","Standard Class","LA-16780","TEC-PH-10001944","437.85",3,"0","131.355"
2257,"CA-2016-164091","2016-09-17","2016-09-22","Standard Class","LA-16780","FUR-FU-10004952","109.48",2,"0","33.9388"
2264,"CA-2016-131065","2016-11-14","2016-11-16","Second Class","AA-10375","TEC-AC-10004145","499.98",2,"0","114.9954"
2265,"CA-2016-131065","2016-11-14","2016-11-16","Second Class","AA-10375","OFF-PA-10002479","5.28",1,"0","2.376"
2266,"CA-2016-131065","2016-11-14","2016-11-16","Second Class","AA-10375","OFF-BI-10004970","8.26",2,"0","3.8822"
2283,"CA-2016-132143","2016-09-03","2016-09-05","First Class","FM-14215","OFF-PA-10002713","48.16",7,"0","22.1536"
2286,"CA-2016-112676","2016-05-05","2016-05-08","First Class","PJ-18835","OFF-PA-10003971","14.352",3,"0.2","5.2026"
2303,"CA-2016-106558","2016-01-17","2016-01-21","Standard Class","DL-13495","TEC-AC-10001142","316",4,"0","31.6"
2306,"CA-2016-115574","2016-12-23","2016-12-24","First Class","BP-11185","FUR-BO-10003441","141.372",2,"0.3","-14.1372"
2331,"CA-2016-155187","2016-09-24","2016-09-26","Second Class","LA-16780","OFF-ST-10000642","41.96",2,"0","2.9372"
2332,"CA-2016-155187","2016-09-24","2016-09-26","Second Class","LA-16780","OFF-PA-10000380","41.7",5,"0","20.85"
2341,"CA-2016-137736","2016-11-10","2016-11-15","Standard Class","DC-13285","OFF-AR-10004999","41.86",7,"0","10.465"
2345,"CA-2016-119025","2016-02-22","2016-02-28","Standard Class","PV-18985","OFF-AP-10001205","490.32",9,"0","137.2896"
2346,"CA-2016-159373","2016-03-13","2016-03-18","Standard Class","LT-17110","OFF-PA-10000659","70.08",5,"0.2","24.528"
2347,"CA-2016-159373","2016-03-13","2016-03-18","Standard Class","LT-17110","OFF-BI-10004141","1.272",2,"0.8","-2.1624"
2348,"CA-2016-159373","2016-03-13","2016-03-18","Standard Class","LT-17110","FUR-TA-10004619","557.585",5,"0.3","0"
2364,"US-2016-108637","2016-03-13","2016-03-18","Standard Class","AB-10060","FUR-FU-10004864","127.88",2,"0","40.9216"
2365,"US-2016-108637","2016-03-13","2016-03-18","Standard Class","AB-10060","OFF-AP-10004540","160.32",2,"0","44.8896"
2366,"US-2016-108637","2016-03-13","2016-03-18","Standard Class","AB-10060","OFF-BI-10004965","46",4,"0","20.7"
2369,"US-2016-129469","2016-09-23","2016-09-27","Standard Class","KL-16555","FUR-FU-10002298","532.704",6,"0.2","-26.6352"
2370,"US-2016-129469","2016-09-23","2016-09-27","Standard Class","KL-16555","OFF-AR-10000315","4.912",2,"0.2","0.307"
2372,"CA-2016-159940","2016-07-07","2016-07-11","Second Class","BF-11020","FUR-FU-10004973","60.288",8,"0.6","-27.1296"
2373,"CA-2016-159940","2016-07-07","2016-07-11","Second Class","BF-11020","OFF-FA-10000936","2.632",1,"0.2","0.8225"
2374,"CA-2016-159940","2016-07-07","2016-07-11","Second Class","BF-11020","OFF-PA-10001609","23.688",9,"0.2","7.6986"
2375,"CA-2016-159940","2016-07-07","2016-07-11","Second Class","BF-11020","FUR-CH-10000785","253.372",2,"0.3","-14.4784"
2380,"CA-2016-118052","2016-05-06","2016-05-10","Standard Class","BE-11455","OFF-FA-10004248","7.216",2,"0.2","1.7138"
2381,"CA-2016-118052","2016-05-06","2016-05-10","Standard Class","BE-11455","OFF-PA-10002581","49.568",2,"0.2","15.49"
2382,"CA-2016-118052","2016-05-06","2016-05-10","Standard Class","BE-11455","FUR-FU-10004848","54.712",7,"0.2","11.6263"
2394,"CA-2016-128111","2016-03-17","2016-03-23","Standard Class","CS-12355","OFF-AR-10000588","39.68",2,"0","10.3168"
2404,"US-2016-110170","2016-09-27","2016-10-03","Standard Class","HM-14860","FUR-BO-10000780","956.6648",7,"0.32","-225.0976"
2415,"CA-2016-156300","2016-12-29","2017-01-02","Standard Class","TB-21595","FUR-CH-10001714","754.45",5,"0","60.356"
2419,"CA-2016-107202","2016-05-21","2016-05-28","Standard Class","LC-16930","TEC-MA-10000112","2396.4",10,"0.2","179.73"
2422,"CA-2016-155551","2016-04-18","2016-04-23","Standard Class","CR-12580","OFF-ST-10003656","230.376",3,"0.2","-48.9549"
2423,"CA-2016-155551","2016-04-18","2016-04-23","Standard Class","CR-12580","OFF-PA-10001560","9.664",2,"0.2","3.2616"
2428,"CA-2016-169922","2016-06-11","2016-06-17","Standard Class","MZ-17515","OFF-BI-10003784","1.344",4,"0.8","-2.1504"
2429,"CA-2016-169922","2016-06-11","2016-06-17","Standard Class","MZ-17515","OFF-BI-10001617","8.272",4,"0.8","-13.6488"
2430,"CA-2016-169922","2016-06-11","2016-06-17","Standard Class","MZ-17515","FUR-FU-10004415","12.544",7,"0.6","-9.0944"
2441,"CA-2016-146934","2016-05-22","2016-05-27","Standard Class","AF-10870","TEC-PH-10004614","345",5,"0","86.25"
2442,"CA-2016-146934","2016-05-22","2016-05-27","Standard Class","AF-10870","FUR-TA-10003748","174.286",2,"0.3","-19.9184"
2443,"CA-2016-146934","2016-05-22","2016-05-27","Standard Class","AF-10870","OFF-AP-10003217","662.84",4,"0","172.3384"
2444,"CA-2016-146934","2016-05-22","2016-05-27","Standard Class","AF-10870","TEC-AC-10002399","95.1",5,"0","30.432"
2445,"CA-2016-146934","2016-05-22","2016-05-27","Standard Class","AF-10870","OFF-EN-10002973","26.88",6,"0","12.9024"
2446,"CA-2016-146934","2016-05-22","2016-05-27","Standard Class","AF-10870","TEC-PH-10001336","257.98",2,"0","74.8142"
2448,"CA-2016-119165","2016-10-31","2016-11-06","Standard Class","BD-11320","FUR-CH-10000988","492.835",5,"0.3","-14.081"
2450,"CA-2016-140207","2016-11-05","2016-11-10","Standard Class","CS-12400","OFF-BI-10003963","29.12",5,"0.2","9.828"
2471,"US-2016-135923","2016-01-22","2016-01-28","Standard Class","CM-11935","FUR-FU-10002107","14.272",8,"0.2","4.2816"
2472,"US-2016-135923","2016-01-22","2016-01-28","Standard Class","CM-11935","FUR-BO-10002213","451.136",4,"0.2","-67.6704"
2473,"US-2016-135923","2016-01-22","2016-01-28","Standard Class","CM-11935","OFF-AP-10000692","64.864",4,"0.2","6.4864"
2474,"CA-2016-114972","2016-11-03","2016-11-06","First Class","PF-19225","FUR-CH-10001190","217.584",2,"0.2","-29.9178"
2475,"CA-2016-114972","2016-11-03","2016-11-06","First Class","PF-19225","TEC-AC-10000682","82.95",5,"0","29.0325"
2476,"CA-2016-114972","2016-11-03","2016-11-06","First Class","PF-19225","OFF-LA-10004545","87.71",7,"0","41.2237"
2477,"CA-2016-114972","2016-11-03","2016-11-06","First Class","PF-19225","OFF-AP-10003057","1101.48",4,"0","429.5772"
2494,"CA-2016-146206","2016-09-10","2016-09-14","Second Class","KT-16480","FUR-TA-10004086","300.93",5,"0.3","-34.392"
2495,"CA-2016-146206","2016-09-10","2016-09-14","Second Class","KT-16480","TEC-PH-10000895","719.96",5,"0.2","53.997"
2499,"CA-2016-126935","2016-05-19","2016-05-24","Standard Class","BT-11395","OFF-BI-10004817","9.584",1,"0.2","3.3544"
2504,"CA-2016-149482","2016-11-14","2016-11-19","Standard Class","RR-19315","OFF-LA-10000248","7.38",2,"0","3.4686"
2511,"CA-2016-136812","2016-11-18","2016-11-23","Standard Class","AW-10930","OFF-ST-10003470","1117.92",4,"0","55.896"
2514,"CA-2016-124506","2016-11-11","2016-11-17","Standard Class","BB-11545","TEC-AC-10003280","95.968",4,"0.2","1.1996"
2515,"CA-2016-124506","2016-11-11","2016-11-17","Standard Class","BB-11545","FUR-CH-10004540","47.992",2,"0.3","-2.0568"
2519,"CA-2016-124352","2016-10-15","2016-10-21","Standard Class","CD-12790","OFF-LA-10004559","20.16",7,"0","9.8784"
2520,"CA-2016-124352","2016-10-15","2016-10-21","Standard Class","CD-12790","OFF-LA-10003223","29.46",6,"0","14.4354"
2521,"CA-2016-124352","2016-10-15","2016-10-21","Standard Class","CD-12790","OFF-AP-10002651","868.59",3,"0","251.8911"
2522,"CA-2016-124352","2016-10-15","2016-10-21","Standard Class","CD-12790","OFF-PA-10003177","12.96",2,"0","6.2208"
2523,"CA-2016-124352","2016-10-15","2016-10-21","Standard Class","CD-12790","TEC-PH-10003442","5.5",1,"0","1.375"
2524,"CA-2016-124352","2016-10-15","2016-10-21","Standard Class","CD-12790","OFF-BI-10000977","121.6",4,"0","55.936"
2542,"CA-2016-144792","2016-04-30","2016-05-04","Standard Class","KD-16615","FUR-FU-10002759","111.888",7,"0.2","22.3776"
2544,"US-2016-114174","2016-09-08","2016-09-14","Standard Class","AP-10720","FUR-BO-10003450","173.94",3,"0","13.9152"
2545,"US-2016-114174","2016-09-08","2016-09-14","Standard Class","AP-10720","OFF-LA-10000248","14.76",4,"0","6.9372"
2554,"CA-2016-155439","2016-09-14","2016-09-18","Standard Class","PN-18775","OFF-PA-10000029","25.92",4,"0","12.4416"
2555,"CA-2016-118626","2016-08-15","2016-08-20","Standard Class","JC-15775","TEC-PH-10000369","705.544",7,"0.2","70.5544"
2557,"US-2016-126844","2016-10-08","2016-10-14","Standard Class","BW-11110","FUR-FU-10004909","51.712",8,"0.6","-32.32"
2573,"CA-2016-155845","2016-08-12","2016-08-15","Second Class","CM-12235","TEC-AC-10004145","1399.944",7,"0.2","52.4979"
2589,"CA-2016-137729","2016-05-05","2016-05-09","Standard Class","BF-11005","OFF-ST-10001505","5.98",1,"0","1.0166"
2590,"CA-2016-137729","2016-05-05","2016-05-09","Standard Class","BF-11005","TEC-PH-10001433","246.168",3,"0.2","21.5397"
2591,"US-2016-115455","2016-09-08","2016-09-14","Standard Class","SE-20110","FUR-FU-10004671","14.136",2,"0.6","-7.7748"
2592,"US-2016-115455","2016-09-08","2016-09-14","Standard Class","SE-20110","FUR-TA-10003569","601.47",3,"0.5","-300.735"
2602,"CA-2016-165848","2016-06-04","2016-06-04","Same Day","EN-13780","OFF-PA-10000349","14.94",3,"0","7.0218"
2603,"CA-2016-165848","2016-06-04","2016-06-04","Same Day","EN-13780","TEC-MA-10003356","1349.85",3,"0","364.4595"
2604,"CA-2016-165848","2016-06-04","2016-06-04","Same Day","EN-13780","FUR-BO-10000362","136.784",1,"0.2","5.1294"
2605,"CA-2016-165848","2016-06-04","2016-06-04","Same Day","EN-13780","FUR-FU-10003878","61.12",4,"0","20.7808"
2607,"CA-2016-154053","2016-03-04","2016-03-10","Standard Class","MG-17890","OFF-AR-10003727","16.99",1,"0","4.9271"
2614,"CA-2016-137204","2016-04-28","2016-05-05","Standard Class","BO-11350","FUR-CH-10002304","41.568",2,"0.2","2.598"
2643,"CA-2016-124051","2016-12-29","2016-12-30","First Class","KA-16525","OFF-PA-10001289","186.048",6,"0.2","67.4424"
2644,"CA-2016-149111","2016-04-17","2016-04-21","Second Class","BF-11170","TEC-PH-10003092","36.792",1,"0.2","4.1391"
2645,"CA-2016-149111","2016-04-17","2016-04-21","Second Class","BF-11170","FUR-FU-10000206","18.624",8,"0.2","6.2856"
2651,"US-2016-146794","2016-09-26","2016-10-01","Standard Class","SH-19975","FUR-BO-10004467","424.9575",5,"0.15","19.998"
2659,"CA-2016-150343","2016-08-16","2016-08-20","Standard Class","PK-19075","OFF-EN-10004030","10.86",3,"0","5.1042"
2664,"CA-2016-164784","2016-05-01","2016-05-04","First Class","HF-14995","OFF-LA-10001569","3.984",1,"0.2","1.2948"
2665,"CA-2016-164784","2016-05-01","2016-05-04","First Class","HF-14995","FUR-TA-10004534","370.62",3,"0.4","-142.071"
2666,"CA-2016-164784","2016-05-01","2016-05-04","First Class","HF-14995","OFF-BI-10002954","2.742",2,"0.7","-2.0108"
2667,"CA-2016-111794","2016-10-01","2016-10-01","Same Day","HG-15025","TEC-AC-10003832","79.512",3,"0.2","20.8719"
2668,"CA-2016-111794","2016-10-01","2016-10-01","Same Day","HG-15025","OFF-PA-10000474","28.352",1,"0.2","9.5688"
2686,"CA-2016-133123","2016-09-06","2016-09-11","Standard Class","KB-16315","OFF-EN-10003055","95.952",3,"0.2","29.985"
2687,"CA-2016-133123","2016-09-06","2016-09-11","Standard Class","KB-16315","OFF-BI-10001031","3.204",2,"0.7","-2.4564"
2688,"US-2016-128195","2016-08-04","2016-08-05","First Class","RA-19285","OFF-BI-10002003","3.98",5,"0.8","-6.567"
2692,"US-2016-144211","2016-08-28","2016-09-02","Standard Class","CS-12130","OFF-PA-10002246","15.48",3,"0.2","5.6115"
2693,"US-2016-144211","2016-08-28","2016-09-02","Standard Class","CS-12130","TEC-PH-10002890","108.576",3,"0.2","8.1432"
2694,"CA-2016-138079","2016-01-22","2016-01-28","Standard Class","AJ-10795","FUR-FU-10001475","109.9",5,"0","37.366"
2696,"CA-2016-161662","2016-02-07","2016-02-09","First Class","BE-11410","OFF-PA-10003465","30.352",2,"0.2","10.6232"
2723,"CA-2016-164735","2016-04-14","2016-04-19","Second Class","TB-21400","OFF-ST-10001558","81.2",5,"0","12.18"
2742,"CA-2016-165015","2016-02-25","2016-02-27","Second Class","BD-11725","OFF-EN-10003134","46.72",5,"0.2","17.52"
2758,"CA-2016-127775","2016-06-11","2016-06-13","Second Class","ES-14020","TEC-AC-10002402","239.97",3,"0","71.991"
2759,"CA-2016-146171","2016-03-11","2016-03-15","Standard Class","JP-16135","FUR-FU-10004270","76.92",4,"0","31.5372"
2760,"CA-2016-146171","2016-03-11","2016-03-15","Standard Class","JP-16135","OFF-ST-10001526","481.32",4,"0","125.1432"
2772,"CA-2016-163986","2016-09-03","2016-09-10","Standard Class","JJ-15445","OFF-ST-10000918","54.5",5,"0","14.17"
2774,"CA-2016-131576","2016-11-22","2016-11-26","Standard Class","RD-19585","OFF-BI-10002852","49.44",3,"0","24.2256"
2776,"CA-2016-144729","2016-10-21","2016-10-25","Standard Class","JE-15745","OFF-ST-10004804","154.44",3,"0","1.5444"
2783,"CA-2016-139878","2016-11-11","2016-11-16","Standard Class","LD-17005","TEC-PH-10001336","257.98",2,"0","74.8142"
2784,"US-2016-106677","2016-11-05","2016-11-10","Standard Class","AS-10285","TEC-PH-10003187","23.988",2,"0.4","-15.992"
2785,"CA-2016-116974","2016-10-09","2016-10-15","Standard Class","MP-17965","TEC-PH-10004897","23.976",4,"0.4","-15.5844"
2801,"CA-2016-153318","2016-10-25","2016-10-28","First Class","JS-15595","TEC-PH-10000984","783.96",5,"0.2","78.396"
2820,"CA-2016-160500","2016-05-05","2016-05-08","First Class","DM-13015","OFF-BI-10003784","6.72",5,"0.2","2.352"
2821,"CA-2016-160500","2016-05-05","2016-05-08","First Class","DM-13015","FUR-TA-10003748","298.776",3,"0.2","7.4694"
2822,"CA-2017-100202","2016-12-31","2017-01-05","Standard Class","BD-11620","TEC-PH-10002563","302.376",3,"0.2","22.6782"
2829,"CA-2016-124149","2016-04-23","2016-04-26","First Class","MJ-17740","OFF-PA-10002421","108.336",6,"0.2","37.9176"
2830,"CA-2016-124149","2016-04-23","2016-04-26","First Class","MJ-17740","OFF-ST-10000760","55.92",5,"0.2","6.291"
2831,"CA-2016-124149","2016-04-23","2016-04-26","First Class","MJ-17740","OFF-PA-10002923","78.304",2,"0.2","29.364"
2839,"CA-2016-147368","2016-06-09","2016-06-12","First Class","TC-21295","TEC-MA-10002178","695.7",2,"0.5","-27.828"
2845,"US-2016-162852","2016-12-27","2016-12-31","Standard Class","BG-11695","FUR-CH-10004853","845.488",8,"0.3","-12.0784"
